 ,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,9134,255,0,255,255,137.427,350.592,404.902,76,296,128,108,132.679,87.653,38.741,0.7,143.544,2329170,255,,,100,2329170,1,79,394,31.032,93.661,1.514,0.661,0.942
2,6562,255,0,255,255,977.479,397.161,361.588,925,344,98,99,96.423,86.649,53.996,0.631,110.277,1673310,255,,,100,1673310,1,928,425,30.518,93.167,1.113,0.899,0.895
3,7057,255,0,255,255,649.794,526.394,395.286,590,468,109,108,102.721,87.473,125.29,0.568,118.701,1799535,255,,,100,1799535,1,590,523,156.675,97.722,1.174,0.852,0.911
4,7643,255,0,255,255,362.227,708.555,389.529,310,645,103,129,120.039,81.069,59.892,0.633,135.059,1948965,255,,,100,1948965,1,339,774,72.773,85.56,1.481,0.675,0.907
5,4508,255,0,255,255,913.486,708.545,309.931,879,662,74,90,88.643,64.751,107.806,0.59,98.412,1149540,255,,,100,1149540,1,904,663,115.263,71.418,1.369,0.73,0.869
6,11282,255,0,255,255,791.522,753.364,472.926,727,678,130,140,147.752,97.222,129.113,0.634,151.605,2876910,255,,,100,2876910,1,772,681,120.964,102.311,1.52,0.658,0.93
1,10200,255,0,255,255,319.7,102.672,424.215,262,30,114,137,133.934,96.966,60.121,0.712,142.72,2601000,255,,,100,2601000,1,286,167,73.724,99.433,1.381,0.724,0.933
2,43111,255,0,255,255,482.849,156.786,964.514,355,37,280,221,272.997,201.067,164.18,0.582,288.862,10993305,255,,,100,10993305,1,355,188,14.229,209.188,1.358,0.737,0.915
3,41,255,0,255,255,458.695,45.134,25.213,455,41,7,9,8.808,5.927,68.375,0.81,9.487,10455,255,,,100,10455,1,458,50,71.565,6.641,1.486,0.673,0.837
4,12908,255,0,255,255,694.834,176.999,471.227,628,106,135,134,141.799,115.904,136.348,0.73,148.718,3291540,255,,,100,3291540,1,633,143,150.16,120.476,1.223,0.817,0.956
5,7853,255,0,255,255,420.99,333.89,398.316,371,281,105,112,108.259,92.359,68.343,0.622,124.085,2002515,255,,,100,2002515,1,382,385,40.752,97.561,1.172,0.853,0.894
6,13059,255,0,255,255,896.105,399.279,479.269,832,323,135,158,141.416,117.576,97.49,0.714,158.71,3330045,255,,,100,3330045,1,898,323,95.423,127.321,1.203,0.831,0.926
7,10963,255,0,255,255,660.168,619.846,484.399,588,558,150,120,147.593,94.574,159.732,0.587,157.471,2795565,255,,,100,2795565,1,590,608,157.996,105.185,1.561,0.641,0.891
