Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-30 P2002 Group 11 Rev 1 R01,2377.70,2377.70,0.95,0.00,0.00,0.00,107560.53,84935.69,87216.57,1.83,1.00,1.00,838.00,1319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.93,1.00,1.08,188.72,1.00,2024-10-30 10:48:05,55.02,56.42,55.02,235.02,2.81,1.00,-85.00,30.00,0.00,1.12,0.00,1.00,51.55,51.55,1,45.00,45.00,27.51,57.70,1.00,206.18,0.00,0.00,0.00,1.09,35.65,35323,0.00,0.00,0.00,0.00,0.96,25777.00,0.95,2024-10-30 10:48:05,2024-10-30 10:48:05,0.02,FD116F0296CD11EF937150EBF6EE7050,87216.57,94054.09,54.03
2024-10-30 P2002 Group 11 Rev 1 R01,1645.36,1645.36,0.95,0.00,0.00,0.00,67606.70,48887.05,50206.06,1.83,2.00,2.00,615.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.92,1.00,1.08,160.94,1.00,2024-10-30 10:48:05,45.77,47.27,45.77,254.55,2.89,1.00,-75.00,0.00,0.00,1.14,0.00,1.00,44.15,44.15,2,40.00,39.00,22.76,50.37,1.00,176.61,0.00,0.00,0.00,1.10,33.30,35324,0.00,0.00,0.00,0.00,0.96,15545.00,0.89,2024-10-30 10:48:05,2024-10-30 10:48:05,0.03,FD11728E96CD11EF937150EBF6EE7050,50206.06,55287.91,44.87
2024-10-30 P2002 Group 11 Rev 1 R01,2752.95,2752.95,0.96,0.00,0.00,0.00,127564.92,105884.09,108658.09,1.83,3.00,3.00,730.00,1731.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.94,1.00,1.06,201.44,1.00,2024-10-30 10:48:05,59.20,60.19,59.20,197.31,2.89,1.00,35.00,-90.00,0.00,1.16,0.00,1.00,54.56,54.56,3,46.00,47.00,33.42,63.19,1.00,218.24,0.00,0.00,0.00,1.08,38.04,35324,0.00,0.00,0.00,0.00,0.97,35594.00,0.96,2024-10-30 10:48:05,2024-10-30 10:48:05,0.02,FD1174E596CD11EF937150EBF6EE7050,108658.09,114166.12,57.70
2024-10-30 P2002 Group 11 Rev 1 R01,2808.94,2808.94,0.97,0.00,0.00,0.00,132960.68,110332.70,111989.48,1.83,4.00,4.00,609.00,956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.93,1.00,1.07,203.53,1.00,2024-10-30 10:48:05,59.80,61.10,59.80,226.53,2.98,1.00,-85.00,0.00,0.00,1.14,0.00,1.00,55.32,55.32,4,48.00,47.00,32.09,63.19,1.00,221.28,0.00,0.00,0.00,1.09,36.54,35325,0.00,0.00,0.00,0.00,0.97,34789.00,0.93,2024-10-30 10:48:05,2024-10-30 10:48:05,0.02,FD11770396CD11EF937150EBF6EE7050,111989.48,119457.12,59.53
2024-10-30 P2002 Group 11 Rev 1 R01,5813.98,5813.98,0.98,0.00,0.00,0.00,357699.85,329348.23,333482.94,1.83,5.00,5.00,138.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.93,1.00,1.08,286.08,1.00,2024-10-30 10:48:05,86.04,87.31,86.04,190.71,3.06,1.00,25.00,0.00,0.00,1.15,0.00,1.00,76.94,76.94,5,62.00,61.00,28.94,88.83,1.00,307.75,0.00,0.00,0.00,1.08,37.35,35326,0.00,0.00,0.00,0.00,0.96,60233.00,0.96,2024-10-30 10:48:05,2024-10-30 10:48:05,0.01,FD11791B96CD11EF937150EBF6EE7050,333482.94,348445.51,85.17
2024-10-30 P2002 Group 11 Rev 1 R01,7198.09,7198.09,1.00,0.00,0.00,0.00,498499.12,459280.07,459399.11,1.83,6.00,6.00,195.00,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.90,1.00,1.11,317.35,1.00,2024-10-30 10:48:05,95.73,97.18,95.73,243.81,3.06,1.00,25.00,60.00,0.00,1.16,0.00,1.00,85.94,85.94,6,67.00,67.00,20.42,99.82,1.00,343.76,0.00,0.00,0.00,1.08,32.05,35326,0.00,0.00,0.00,0.00,0.95,51683.00,0.93,2024-10-30 10:48:05,2024-10-30 10:48:05,0.01,FD117B2E96CD11EF937150EBF6EE7050,459399.11,480488.64,94.33
2024-10-30 P2002 Group 11 Rev 1 R01,8792.06,8792.06,0.63,0.00,0.00,0.00,590133.27,512602.97,620154.80,1.83,7.00,7.00,837.00,1174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.71,0.87,1.41,377.62,0.96,2024-10-30 10:48:05,105.80,116.51,105.80,206.92,3.06,1.89,-90.00,10.00,0.00,1.00,0.00,0.53,138.88,73.55,7,90.00,65.00,25.87,138.29,1.00,424.87,0.00,0.00,0.00,1.13,35.46,35326,0.00,0.00,0.00,0.00,0.84,78783.00,0.67,2024-10-30 10:48:05,2024-10-30 10:48:05,0.09,FD117D3E96CD11EF937150EBF6EE7050,620154.80,828112.75,85.17
2024-10-30 P2002 Group 11 Rev 1 R01,4175.66,4175.66,0.97,0.00,0.00,0.00,232937.99,201024.72,202979.43,1.83,8.00,8.00,799.00,1764.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.91,1.00,1.09,246.45,1.00,2024-10-30 10:48:05,72.92,74.64,72.92,207.44,3.06,1.00,-60.00,0.00,0.00,1.17,0.00,1.00,66.69,66.69,8,54.00,54.00,29.18,77.84,1.00,266.75,0.00,0.00,0.00,1.08,36.72,35326,0.00,0.00,0.00,0.00,0.96,44992.00,0.88,2024-10-30 10:48:05,2024-10-30 10:48:05,0.02,FD117F4396CD11EF937150EBF6EE7050,202979.43,217707.49,72.35
2024-10-30 P2002 Group 11 Rev 1 R01,1682.35,1682.35,0.96,0.00,0.00,0.00,70625.15,50898.10,51908.51,1.83,9.00,9.00,682.00,752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.91,1.00,1.09,162.40,1.00,2024-10-30 10:48:05,46.28,47.83,46.28,181.96,3.14,1.00,60.00,0.00,0.00,1.17,0.00,1.00,44.80,44.80,9,40.00,39.00,41.47,52.20,1.00,179.20,0.00,0.00,0.00,1.10,43.20,35327,0.00,0.00,0.00,0.00,0.96,28861.00,0.88,2024-10-30 10:48:05,2024-10-30 10:48:05,0.03,FD11813D96CD11EF937150EBF6EE7050,51908.51,57275.20,44.87
2024-10-30 P2002 Group 11 Rev 1 R01,7485.58,7485.58,0.94,0.00,0.00,0.00,565001.22,471227.82,487193.94,1.83,10.00,10.00,680.00,1086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.86,1.00,1.16,325.41,1.00,2024-10-30 10:48:05,97.63,99.67,97.63,211.89,3.14,1.00,50.00,-80.00,0.00,1.18,0.00,1.00,89.60,89.60,10,67.00,69.00,24.32,105.32,1.00,358.41,0.00,0.00,0.00,1.10,35.61,35327,0.00,0.00,0.00,0.00,0.93,63828.00,0.91,2024-10-30 10:48:05,2024-10-30 10:48:05,0.02,FD11833C96CD11EF937150EBF6EE7050,487193.94,518425.47,94.33
