Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,2313.57,2313.57,0.99,0.00,0.00,0.00,110245.38,83592.44,83711.82,1.83,11.00,11.00,150.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.89,1.00,1.12,187.93,1.00,2024-10-29 15:25:20,54.27,56.17,54.27,238.00,3.41,1.00,55.00,0.00,0.00,1.15,0.00,1.00,51.97,51.97,1,45.00,44.00,29.47,59.53,1.00,207.88,0.00,0.00,0.00,1.11,39.44,73644,0.00,0.00,0.00,0.00,0.94,26962.00,0.92,2024-10-29 15:25:20,2024-10-29 15:25:20,0.03,8B93BF7A962B11EF937150EBF6EE7050,83711.82,92787.66,54.03
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,5041.83,5041.83,0.52,0.00,0.00,0.00,236693.60,205309.70,269305.67,1.83,12.00,12.00,149.00,341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.64,0.76,1.57,299.87,0.94,2024-10-29 15:25:20,80.12,91.73,80.12,234.66,3.41,2.54,-90.00,0.00,0.13,0.89,0.00,0.39,124.79,49.14,2,75.00,48.00,20.75,110.81,1.00,347.86,0.00,0.00,0.00,1.16,36.73,73644,0.00,0.00,0.00,0.00,0.80,37934.00,0.48,2024-10-29 15:25:20,2024-10-29 15:25:20,0.13,8B93C18E962B11EF937150EBF6EE7050,269305.67,404175.71,61.36
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,5911.98,5911.98,0.98,0.00,0.00,0.00,454768.66,339813.68,341950.39,1.83,15.00,15.00,418.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.80,1.00,1.25,292.85,1.00,2024-10-29 15:25:20,86.76,89.60,86.76,189.78,3.48,1.00,-50.00,0.00,0.00,1.13,0.00,1.00,83.35,83.35,3,63.00,61.00,27.19,94.33,1.00,333.40,0.00,0.00,0.00,1.14,43.93,73645,0.00,0.00,0.00,0.00,0.90,57458.00,0.83,2024-10-29 15:25:20,2024-10-29 15:25:20,0.03,8B93C7D8962B11EF937150EBF6EE7050,341950.39,376583.33,85.17
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,2261.18,2261.18,0.97,0.00,0.00,0.00,99654.76,79729.45,80884.81,1.83,16.00,16.00,589.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.94,1.00,1.07,184.35,1.00,2024-10-29 15:25:20,53.66,55.10,53.66,153.59,3.48,1.00,5.00,-75.00,0.00,1.11,0.00,1.00,50.25,50.25,4,44.00,44.00,42.88,55.86,1.00,201.00,0.00,0.00,0.00,1.09,41.90,73645,0.00,0.00,0.00,0.00,0.97,38462.00,0.93,2024-10-29 15:25:20,2024-10-29 15:25:20,0.03,8B93C9FB962B11EF937150EBF6EE7050,80884.81,87592.80,52.20
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,3452.76,3452.76,0.70,0.00,0.00,0.00,198709.05,126144.74,152620.85,1.83,17.00,17.00,739.00,226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.86,0.93,1.17,232.02,1.00,2024-10-29 15:25:20,66.30,70.01,66.30,253.14,3.48,1.00,-55.00,45.00,0.00,1.26,0.00,1.00,63.25,63.25,5,53.00,53.00,18.06,79.67,1.00,252.99,0.00,0.00,0.00,1.09,28.27,73645,0.00,0.00,0.00,0.00,0.93,23495.00,0.85,2024-10-29 15:25:20,2024-10-29 15:25:20,0.05,8B93CC18962B11EF937150EBF6EE7050,152620.85,179654.59,55.86
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,3259.12,3259.12,0.93,0.00,0.00,0.00,181362.93,134719.22,139963.48,1.83,25.00,25.00,180.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.87,0.99,1.16,221.00,1.00,2024-10-29 15:25:20,64.42,66.40,64.42,145.63,3.58,1.00,-85.00,0.00,0.00,1.12,0.00,1.00,61.35,61.35,6,51.00,48.00,37.24,68.69,1.00,245.40,0.00,0.00,0.00,1.11,54.80,73646,0.00,0.00,0.00,0.00,0.93,46026.00,0.86,2024-10-29 15:25:20,2024-10-29 15:25:20,0.03,8B93DCF3962B11EF937150EBF6EE7050,139963.48,153254.97,61.36
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,2049.59,2049.59,0.97,0.00,0.00,0.00,88537.65,68642.24,69801.21,1.83,39.00,39.00,379.00,1481.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.93,1.00,1.07,176.42,1.00,2024-10-29 15:25:20,51.08,52.51,51.08,181.52,3.58,1.00,10.00,-90.00,0.00,1.12,0.00,1.00,48.31,48.31,7,42.00,43.00,35.23,54.03,1.00,193.23,0.00,0.00,0.00,1.10,36.52,73646,0.00,0.00,0.00,0.00,0.96,29028.00,0.92,2024-10-29 15:25:20,2024-10-29 15:25:20,0.03,8B93FA45962B11EF937150EBF6EE7050,69801.21,75791.78,50.37
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,4043.15,4043.15,0.95,0.00,0.00,0.00,218049.01,187792.84,193394.51,1.83,41.00,41.00,909.00,1538.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.93,1.00,1.08,241.46,1.00,2024-10-29 15:25:20,71.75,72.96,71.75,233.52,3.58,1.00,-70.00,0.00,0.00,1.17,0.00,1.00,65.24,65.24,8,54.00,53.00,22.11,76.01,1.00,260.94,0.00,0.00,0.00,1.08,29.95,73646,0.00,0.00,0.00,0.00,0.96,33117.00,0.94,2024-10-29 15:25:20,2024-10-29 15:25:20,0.02,8B93FE51962B11EF937150EBF6EE7050,193394.51,203343.59,70.52
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,7513.42,7513.42,0.44,0.00,0.00,0.00,312098.78,425176.93,489914.80,1.83,42.00,42.00,775.00,1595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.48,0.61,2.10,398.40,0.83,2024-10-29 15:25:20,97.81,122.97,97.81,201.83,3.58,4.36,-90.00,-5.00,0.25,0.80,0.00,0.23,196.35,44.99,9,100.00,60.00,29.88,156.60,1.00,482.67,0.00,0.00,0.00,1.21,35.01,73646,0.00,0.00,0.00,0.00,0.69,78664.00,0.30,2024-10-29 15:25:20,2024-10-29 15:25:20,0.20,8B94005B962B11EF937150EBF6EE7050,489914.80,973672.66,79.67
2024-10-29 P1444 Group 1 Rev 9 R01_PP2,4163.61,4163.61,0.51,0.00,0.00,0.00,185162.54,151114.01,202101.04,1.83,60.00,60.00,270.00,1390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.64,0.75,1.55,275.58,0.94,2024-10-29 15:25:20,72.81,83.80,72.81,194.86,3.66,2.47,-90.00,0.00,0.13,0.88,0.00,0.40,112.92,45.69,10,69.00,43.00,31.80,99.82,1.00,317.23,0.00,0.00,0.00,1.15,34.92,73647,0.00,0.00,0.00,0.00,0.80,48914.00,0.62,2024-10-29 15:25:20,2024-10-29 15:25:20,0.13,8B942A69962B11EF937150EBF6EE7050,202101.04,308080.22,52.20
