Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,3650.00,3650.00,0.96,0.00,0.00,0.00,190201.72,162800.87,165883.38,1.83,1.00,1.00,251.00,268.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.93,1.00,1.08,230.56,1.00,2024-10-29 15:32:12,68.17,69.45,68.17,154.99,2.83,1.00,60.00,25.00,0.00,1.16,0.00,1.00,62.33,62.33,1,53.00,52.00,38.77,72.35,1.00,249.33,0.00,0.00,0.00,1.08,41.27,76535,0.00,0.00,0.00,0.00,0.96,52995.00,0.91,2024-10-29 15:32:12,2024-10-29 15:32:12,0.02,80E4A3F5962C11EF937150EBF6EE7050,165883.38,175380.37,66.85
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,1819.44,1819.44,0.96,0.00,0.00,0.00,72434.36,56918.78,58380.99,1.83,2.00,2.00,383.00,536.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.96,1.00,1.04,166.39,1.00,2024-10-29 15:32:12,48.13,49.10,48.13,144.38,2.83,1.00,75.00,0.00,0.00,1.16,0.00,1.00,45.18,45.18,2,41.00,40.00,49.49,52.20,1.00,180.72,0.00,0.00,0.00,1.09,43.95,76535,0.00,0.00,0.00,0.00,0.98,36818.00,0.95,2024-10-29 15:32:12,2024-10-29 15:32:12,0.02,80E4A795962C11EF937150EBF6EE7050,58380.99,61967.64,46.71
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,5428.81,5428.81,0.97,0.00,0.00,0.00,343567.38,296017.30,300898.71,1.83,3.00,3.00,784.00,765.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.89,1.00,1.12,278.93,1.00,2024-10-29 15:32:12,83.14,84.92,83.14,168.52,2.83,1.00,-75.00,-90.00,0.00,1.15,0.00,1.00,75.91,75.91,3,59.00,61.00,30.77,87.00,1.00,303.65,0.00,0.00,0.00,1.09,47.36,76535,0.00,0.00,0.00,0.00,0.95,60151.00,0.93,2024-10-29 15:32:12,2024-10-29 15:32:12,0.02,80E4A9EB962C11EF937150EBF6EE7050,300898.71,320591.52,81.51
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,6016.18,6016.18,0.97,0.00,0.00,0.00,374469.60,345879.00,351031.02,1.83,4.00,4.00,715.00,1613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.93,1.00,1.08,290.99,1.00,2024-10-29 15:32:12,87.52,88.88,87.52,205.11,2.83,1.00,25.00,0.00,0.00,1.16,0.00,1.00,78.12,78.12,4,62.00,62.00,24.27,90.66,1.00,312.49,0.00,0.00,0.00,1.07,31.13,76535,0.00,0.00,0.00,0.00,0.96,52112.00,0.97,2024-10-29 15:32:12,2024-10-29 15:32:12,0.02,80E4AC1A962C11EF937150EBF6EE7050,351031.02,367673.00,87.00
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,4402.02,4402.02,0.90,0.00,0.00,0.00,262407.33,207636.04,219706.02,1.83,5.00,5.00,644.00,1777.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.88,0.99,1.13,253.74,1.00,2024-10-29 15:32:12,74.87,76.77,74.87,143.56,2.83,1.00,-85.00,0.00,0.00,1.23,0.00,1.00,69.39,69.39,5,60.00,53.00,40.07,85.17,1.00,277.56,0.00,0.00,0.00,1.09,41.32,76535,0.00,0.00,0.00,0.00,0.94,64799.00,0.92,2024-10-29 15:32:12,2024-10-29 15:32:12,0.02,80E4AE5E962C11EF937150EBF6EE7050,219706.02,236946.74,70.52
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,1954.42,1954.42,0.99,0.00,0.00,0.00,88537.65,64735.02,64996.42,1.83,6.00,6.00,774.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.89,1.00,1.12,174.11,1.00,2024-10-29 15:32:12,49.88,51.79,49.88,240.25,2.91,1.00,-55.00,0.00,0.00,1.12,0.00,1.00,48.31,48.31,6,42.00,42.00,27.52,54.03,1.00,193.23,0.00,0.00,0.00,1.11,39.30,76536,0.00,0.00,0.00,0.00,0.95,21765.00,0.91,2024-10-29 15:32:12,2024-10-29 15:32:12,0.04,80E4B07A962C11EF937150EBF6EE7050,64996.42,72748.89,50.37
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,4290.28,4290.28,0.88,0.00,0.00,0.00,249707.26,200607.53,211393.53,1.83,7.00,7.00,424.00,569.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.89,0.98,1.12,252.41,1.00,2024-10-29 15:32:12,73.91,76.32,73.91,157.28,2.91,1.00,40.00,0.00,0.00,1.22,0.00,1.00,68.25,68.25,7,57.00,53.00,35.47,83.34,1.00,273.01,0.00,0.00,0.00,1.08,40.18,76536,0.00,0.00,0.00,0.00,0.95,56044.00,0.83,2024-10-29 15:32:12,2024-10-29 15:32:12,0.03,80E4B289962C11EF937150EBF6EE7050,211393.53,232732.38,70.52
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,9265.58,9265.58,0.99,0.00,0.00,0.00,676838.40,667447.10,670923.49,1.83,8.00,8.00,266.00,627.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.93,1.00,1.08,357.06,1.00,2024-10-29 15:32:12,108.62,109.85,108.62,177.38,2.91,1.00,5.00,0.00,0.00,1.16,0.00,1.00,95.16,95.16,8,74.00,73.00,25.65,110.81,1.00,380.65,0.00,0.00,0.00,1.07,34.15,76536,0.00,0.00,0.00,0.00,0.96,82004.00,0.97,2024-10-29 15:32:12,2024-10-29 15:32:12,0.01,80E4B493962C11EF937150EBF6EE7050,670923.49,693970.41,107.15
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,3467.68,3467.68,0.99,0.00,0.00,0.00,174319.69,153169.83,153611.24,1.83,9.00,9.00,777.00,1606.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.07,224.28,1.00,2024-10-29 15:32:12,66.45,67.82,66.45,227.89,2.91,1.00,-85.00,0.00,0.00,1.13,0.00,1.00,60.55,60.55,9,51.00,50.00,25.99,68.69,1.00,242.18,0.00,0.00,0.00,1.08,32.68,76536,0.00,0.00,0.00,0.00,0.97,33944.00,0.96,2024-10-29 15:32:12,2024-10-29 15:32:12,0.02,80E4B699962C11EF937150EBF6EE7050,153611.24,163332.82,65.02
2024-10-29 P1444 Group 2 Rev 8 R01 PP1,8711.16,8711.16,0.94,0.00,0.00,0.00,710758.76,593834.70,611614.32,1.83,10.00,10.00,590.00,529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.77,1.00,1.29,352.19,0.99,2024-10-29 15:32:12,105.32,108.27,105.32,134.90,3.00,1.27,-25.00,-90.00,0.01,0.99,0.00,0.79,113.35,89.35,10,71.00,75.00,27.89,112.64,1.00,405.40,0.00,0.00,0.00,1.15,48.24,76537,0.00,0.00,0.00,0.00,0.88,84205.00,0.84,2024-10-29 15:32:12,2024-10-29 15:32:12,0.03,80E4B8A8962C11EF937150EBF6EE7050,611614.32,664504.45,103.49
