Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,5575.40,5575.40,0.91,0.00,0.00,0.00,348743.68,297441.35,313168.24,1.83,1.00,1.00,259.00,1792.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.91,1.00,1.10,281.43,1.00,2024-10-30 12:14:49,84.25,85.78,84.25,145.67,2.83,1.00,-90.00,0.00,0.00,1.19,0.00,1.00,76.29,76.29,1,64.00,58.00,35.74,90.66,1.00,305.16,0.00,0.00,0.00,1.08,39.36,61145,0.00,0.00,0.00,0.00,0.95,71594.00,0.95,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A7CD796DA11EF937150EBF6EE7050,313168.24,330488.03,79.67
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,2301.92,2301.92,0.93,0.00,0.00,0.00,105203.25,79882.13,83080.43,1.83,2.00,2.00,432.00,495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.92,0.99,1.09,186.85,1.00,2024-10-30 12:14:49,54.14,55.66,54.14,174.69,2.91,1.00,-85.00,-40.00,0.00,1.13,0.00,1.00,51.17,51.17,2,45.00,44.00,37.42,57.70,1.00,204.66,0.00,0.00,0.00,1.10,52.94,61146,0.00,0.00,0.00,0.00,0.96,34090.00,0.91,2024-10-30 12:14:49,2024-10-30 12:14:49,0.03,1A9A80A496DA11EF937150EBF6EE7050,83080.43,90289.03,52.20
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,3623.07,3623.07,0.96,0.00,0.00,0.00,196622.00,160446.49,164050.87,1.83,3.00,3.00,714.00,721.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.90,1.00,1.11,230.63,1.00,2024-10-30 12:14:49,67.92,69.55,67.92,229.52,2.91,1.00,10.00,-90.00,0.00,1.15,0.00,1.00,63.03,63.03,3,51.00,53.00,26.75,72.35,1.00,252.10,0.00,0.00,0.00,1.09,38.27,61146,0.00,0.00,0.00,0.00,0.95,36320.00,0.94,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A834D96DA11EF937150EBF6EE7050,164050.87,176152.40,66.85
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,4601.70,4601.70,0.97,0.00,0.00,0.00,278808.10,232488.57,234823.01,1.83,4.00,4.00,514.00,737.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.76,1.00,1.31,261.70,0.99,2024-10-30 12:14:49,76.54,79.62,76.54,187.38,2.91,1.43,-20.00,15.00,0.08,0.93,0.00,0.70,89.80,62.87,4,57.00,58.00,29.90,83.34,1.00,305.35,0.00,0.00,0.00,1.17,44.40,61146,0.00,0.00,0.00,0.00,0.87,50315.00,0.84,2024-10-30 12:14:49,2024-10-30 12:14:49,0.04,1A9A85BB96DA11EF937150EBF6EE7050,234823.01,264317.58,76.01
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,2252.46,2252.46,0.95,0.00,0.00,0.00,101259.15,78110.73,80417.22,1.83,5.00,5.00,152.00,1619.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.92,1.00,1.08,184.23,1.00,2024-10-30 12:14:49,53.55,54.85,53.55,179.49,2.91,1.00,-80.00,0.00,0.00,1.14,0.00,1.00,50.52,50.52,5,45.00,43.00,38.06,57.70,1.00,202.07,0.00,0.00,0.00,1.10,38.66,61146,0.00,0.00,0.00,0.00,0.96,34029.00,0.95,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A881196DA11EF937150EBF6EE7050,80417.22,86385.19,52.20
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,3378.21,3378.21,0.99,0.00,0.00,0.00,180955.10,147115.89,147704.62,1.83,6.00,6.00,498.00,241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.89,1.00,1.12,222.94,1.00,2024-10-30 12:14:49,65.58,67.11,65.58,246.37,3.00,1.00,0.00,-90.00,0.00,1.12,0.00,1.00,61.30,61.30,6,50.00,52.00,22.26,68.69,1.00,245.22,0.00,0.00,0.00,1.10,33.89,61147,0.00,0.00,0.00,0.00,0.95,28402.00,0.92,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A8A4596DA11EF937150EBF6EE7050,147704.62,158240.41,65.02
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,3339.48,3339.48,0.99,0.00,0.00,0.00,166528.61,144671.67,145171.81,1.83,7.00,7.00,759.00,1725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.07,220.30,1.00,2024-10-30 12:14:49,65.21,66.40,65.21,200.71,3.00,1.00,45.00,0.00,0.00,1.15,0.00,1.00,59.63,59.63,7,50.00,50.00,31.43,68.69,1.00,238.52,0.00,0.00,0.00,1.08,37.25,61147,0.00,0.00,0.00,0.00,0.97,39702.00,0.95,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A8C7796DA11EF937150EBF6EE7050,145171.81,153254.97,65.02
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,3892.85,3892.85,0.98,0.00,0.00,0.00,208994.25,180560.21,182710.96,1.83,8.00,8.00,825.00,710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.92,1.00,1.08,237.60,1.00,2024-10-30 12:14:49,70.40,71.79,70.40,185.47,3.08,1.00,40.00,-45.00,0.00,1.18,0.00,1.00,64.32,64.32,8,53.00,53.00,30.50,76.01,1.00,257.28,0.00,0.00,0.00,1.08,37.93,61148,0.00,0.00,0.00,0.00,0.96,44159.00,0.95,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A8EB096DA11EF937150EBF6EE7050,182710.96,193715.36,68.69
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,2310.65,2310.65,1.00,0.00,0.00,0.00,99654.76,83590.57,83553.81,1.83,9.00,9.00,160.00,754.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.95,1.00,1.05,186.23,1.00,2024-10-30 12:14:49,54.24,55.36,54.24,241.64,3.08,1.00,-80.00,0.00,0.00,1.11,0.00,1.00,50.25,50.25,9,44.00,44.00,27.67,55.86,1.00,201.00,0.00,0.00,0.00,1.08,38.91,61148,0.00,0.00,0.00,0.00,0.98,25286.00,0.94,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A90F396DA11EF937150EBF6EE7050,83553.81,88811.60,54.03
2024-10-30 P1444 Group 3 Rev 5 R02 PP1,2974.34,2974.34,0.99,0.00,0.00,0.00,142519.63,121276.17,122025.01,1.83,10.00,10.00,585.00,963.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.07,209.11,1.00,2024-10-30 12:14:49,61.54,62.68,61.54,224.67,3.08,1.00,5.00,-90.00,0.00,1.15,0.00,1.00,56.61,56.61,10,48.00,49.00,32.40,65.02,1.00,226.46,0.00,0.00,0.00,1.08,36.63,61148,0.00,0.00,0.00,0.00,0.97,36941.00,0.93,2024-10-30 12:14:49,2024-10-30 12:14:49,0.02,1A9A931B96DA11EF937150EBF6EE7050,122025.01,128948.16,61.36
