Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,12651.74,12651.74,0.45,0.00,0.00,0.00,662380.20,883848.31,1070505.81,1.83,34.00,34.00,564.00,307.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.49,0.63,2.04,502.15,0.84,2024-10-30 10:25:23,126.92,155.99,126.92,196.07,4.39,4.15,-40.00,65.00,0.24,0.81,0.00,0.24,244.11,58.78,1,89.00,111.00,25.60,196.90,1.00,605.77,0.00,0.00,0.00,1.21,42.39,47700,0.00,0.00,0.00,0.00,0.70,109495.00,0.14,2024-10-30 10:25:23,2024-10-30 10:25:23,0.19,D11BB84B96CA11EF937150EBF6EE7050,1070505.81,1987464.94,96.16
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,1756.51,1756.51,0.87,0.00,0.00,0.00,76928.93,52131.62,55378.31,1.83,35.00,35.00,461.00,698.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.90,0.98,1.12,168.67,1.00,2024-10-30 10:25:23,47.29,49.81,47.29,242.94,5.56,1.00,-15.00,-90.00,0.00,1.21,0.00,1.00,46.10,46.10,2,39.00,43.00,27.46,55.86,1.00,184.39,0.00,0.00,0.00,1.09,38.41,47701,0.00,0.00,0.00,0.00,0.95,19826.00,0.76,2024-10-30 10:25:23,2024-10-30 10:25:23,0.05,D11BBAA996CA11EF937150EBF6EE7050,55378.31,64704.00,44.87
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,3083.92,3083.92,0.99,0.00,0.00,0.00,146609.56,127856.64,128830.31,1.83,36.00,36.00,686.00,830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.95,1.00,1.05,212.93,1.00,2024-10-30 10:25:23,62.66,63.90,62.66,165.10,5.64,1.00,65.00,-90.00,0.00,1.17,0.00,1.00,57.15,57.15,3,48.00,49.00,36.75,66.85,1.00,228.60,0.00,0.00,0.00,1.07,39.40,47702,0.00,0.00,0.00,0.00,0.97,43258.00,0.94,2024-10-30 10:25:23,2024-10-30 10:25:23,0.02,D11BBCFF96CA11EF937150EBF6EE7050,128830.31,136631.85,61.36
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,2635.32,2635.32,0.78,0.00,0.00,0.00,108352.75,94704.30,101768.52,1.83,38.00,38.00,706.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.68,0.93,1.47,215.94,0.96,2024-10-30 10:25:23,57.93,64.87,57.93,211.44,6.73,2.14,-80.00,0.00,0.08,0.93,0.00,0.47,85.71,40.12,4,57.00,44.00,28.92,79.67,1.00,251.66,0.00,0.00,0.00,1.17,45.55,47703,0.00,0.00,0.00,0.00,0.83,29646.00,0.68,2024-10-30 10:25:23,2024-10-30 10:25:23,0.11,D11BC1A096CA11EF937150EBF6EE7050,101768.52,142926.77,54.03
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,1856.71,1856.71,0.97,0.00,0.00,0.00,97414.87,60091.15,60183.64,1.83,39.00,39.00,253.00,268.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.80,0.99,1.25,173.07,1.00,2024-10-30 10:25:23,48.62,51.28,48.62,145.65,7.14,1.00,-15.00,-60.00,0.00,1.12,0.00,1.00,49.87,49.87,5,42.00,44.00,51.25,55.86,1.00,199.48,0.00,0.00,0.00,1.15,57.34,47704,0.00,0.00,0.00,0.00,0.90,38799.00,0.76,2024-10-30 10:25:23,2024-10-30 10:25:23,0.05,D11BC40296CA11EF937150EBF6EE7050,60183.64,70626.00,48.54
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,9658.76,9658.76,0.51,0.00,0.00,0.00,561849.19,534998.28,714078.11,1.83,40.00,40.00,638.00,1293.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.62,0.76,1.62,406.42,0.93,2024-10-30 10:25:23,110.90,125.57,110.90,208.61,8.06,2.71,-85.00,-5.00,0.12,0.89,0.00,0.37,173.72,64.17,6,98.00,61.00,23.62,154.77,1.00,475.78,0.00,0.00,0.00,1.17,31.14,47705,0.00,0.00,0.00,0.00,0.79,78478.00,0.73,2024-10-30 10:25:23,2024-10-30 10:25:23,0.12,D11BC65296CA11EF937150EBF6EE7050,714078.11,1036617.39,81.51
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,5379.98,5379.98,0.60,0.00,0.00,0.00,291212.63,228654.19,296848.58,1.83,41.00,41.00,379.00,1341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.70,0.86,1.43,294.77,0.98,2024-10-30 10:25:23,82.76,89.80,82.76,116.79,9.23,2.00,80.00,0.00,0.07,0.94,0.00,0.50,114.12,57.00,7,72.00,50.00,41.57,107.15,1.00,342.24,0.00,0.00,0.00,1.16,51.46,47706,0.00,0.00,0.00,0.00,0.84,80600.00,0.66,2024-10-30 10:25:23,2024-10-30 10:25:23,0.08,D11BC89E96CA11EF937150EBF6EE7050,296848.58,379155.32,65.02
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,7680.57,7680.57,0.81,0.00,0.00,0.00,672108.08,476021.05,506353.88,1.83,42.00,42.00,336.00,1168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.79,0.95,1.27,343.32,0.98,2024-10-30 10:25:23,98.89,105.62,98.89,191.37,9.56,1.00,-80.00,60.00,0.00,1.23,0.00,1.00,94.94,94.94,8,75.00,68.00,25.15,116.31,1.00,379.76,0.00,0.00,0.00,1.11,36.08,47707,0.00,0.00,0.00,0.00,0.89,67577.00,0.72,2024-10-30 10:25:23,2024-10-30 10:25:23,0.06,D11BCAEE96CA11EF937150EBF6EE7050,506353.88,616971.46,94.33
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,1605.60,1605.60,0.98,0.00,0.00,0.00,62312.39,47833.29,48397.15,1.83,43.00,43.00,480.00,767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.95,1.00,1.05,157.27,1.00,2024-10-30 10:25:23,45.21,46.30,45.21,223.25,9.81,1.00,30.00,0.00,0.00,1.13,0.00,1.00,42.97,42.97,9,39.00,39.00,36.34,48.54,1.00,171.88,0.00,0.00,0.00,1.09,39.60,47708,0.00,0.00,0.00,0.00,0.98,24309.00,0.92,2024-10-30 10:25:23,2024-10-30 10:25:23,0.02,D11BCD4A96CA11EF937150EBF6EE7050,48397.15,51964.55,44.87
2024-10-30 P2002 Group 3 Rev 2 R01  PP2,10910.46,10910.46,0.93,0.00,0.00,0.00,955511.43,828480.36,857291.63,1.83,44.00,44.00,433.00,704.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.86,1.00,1.16,391.15,1.00,2024-10-30 10:25:23,117.86,120.58,117.86,187.72,10.98,1.00,5.00,-75.00,0.00,1.19,0.00,1.00,106.75,106.75,10,78.00,83.00,22.73,127.30,1.00,427.01,0.00,0.00,0.00,1.09,38.99,47709,0.00,0.00,0.00,0.00,0.93,84616.00,0.92,2024-10-30 10:25:23,2024-10-30 10:25:23,0.02,D11BCF9B96CA11EF937150EBF6EE7050,857291.63,917969.10,114.47
