Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,7272.24,7272.24,0.99,0.00,0.00,0.00,514606.12,463201.63,466515.70,1.83,1.00,1.00,472.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.89,1.00,1.12,319.32,1.00,2024-10-30 11:50:50,96.23,97.79,96.23,236.68,2.98,1.00,15.00,0.00,0.00,1.15,0.00,1.00,86.86,86.86,1,67.00,67.00,18.58,99.82,1.00,347.42,0.00,0.00,0.00,1.09,32.30,43830,0.00,0.00,0.00,0.00,0.94,47483.00,0.94,2024-10-30 11:50:50,2024-10-30 11:50:50,0.02,C108E2CA96D611EF937150EBF6EE7050,466515.70,489601.99,96.16
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,5783.36,5783.36,0.87,0.00,0.00,0.00,370625.63,311397.78,330852.67,1.83,2.00,2.00,840.00,914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.90,0.98,1.11,290.28,1.00,2024-10-30 11:50:50,85.81,88.78,85.81,167.62,2.98,1.00,35.00,-55.00,0.00,1.24,0.00,1.00,77.85,77.85,2,63.00,61.00,30.24,96.16,1.00,311.42,0.00,0.00,0.00,1.07,37.91,43830,0.00,0.00,0.00,0.00,0.95,62634.00,0.85,2024-10-30 11:50:50,2024-10-30 11:50:50,0.03,C108E68296D611EF937150EBF6EE7050,330852.67,366411.69,81.51
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,6089.79,6089.79,0.96,0.00,0.00,0.00,387793.89,349075.98,357492.61,1.83,3.00,3.00,722.00,1180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.92,1.00,1.09,293.46,1.00,2024-10-30 11:50:50,88.06,89.60,88.06,183.60,3.16,1.00,-75.00,0.00,0.00,1.17,0.00,1.00,79.04,79.04,3,63.00,62.00,27.94,92.50,1.00,316.15,0.00,0.00,0.00,1.08,40.20,43831,0.00,0.00,0.00,0.00,0.96,60665.00,0.95,2024-10-30 11:50:50,2024-10-30 11:50:50,0.02,C108E8E896D611EF937150EBF6EE7050,357492.61,376583.33,87.00
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,2847.28,2847.28,0.98,0.00,0.00,0.00,134096.86,113061.55,114290.45,1.83,4.00,4.00,599.00,1258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.06,204.92,1.00,2024-10-30 11:50:50,60.21,61.41,60.21,193.88,3.16,1.00,-65.00,0.00,0.00,1.14,0.00,1.00,55.48,55.48,4,47.00,47.00,33.84,63.19,1.00,221.91,0.00,0.00,0.00,1.08,37.74,43831,0.00,0.00,0.00,0.00,0.97,37123.00,0.97,2024-10-30 11:50:50,2024-10-30 11:50:50,0.02,C108EB4196D611EF937150EBF6EE7050,114290.45,121256.45,59.53
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,2118.99,2118.99,0.99,0.00,0.00,0.00,90020.70,72903.81,73376.76,1.83,5.00,5.00,485.00,1598.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.95,1.00,1.06,179.09,1.00,2024-10-30 11:50:50,51.94,53.12,51.94,237.83,3.16,1.00,65.00,-90.00,0.00,1.15,0.00,1.00,48.58,48.58,5,42.00,43.00,26.26,55.86,1.00,194.30,0.00,0.00,0.00,1.08,32.50,43831,0.00,0.00,0.00,0.00,0.97,22266.00,0.94,2024-10-30 11:50:50,2024-10-30 11:50:50,0.02,C108ED8296D611EF937150EBF6EE7050,73376.76,78466.54,50.37
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,10136.93,10136.93,0.49,0.00,0.00,0.00,588860.58,589233.04,767755.99,1.83,6.00,6.00,802.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.61,0.73,1.65,422.71,0.91,2024-10-30 11:50:50,113.61,130.81,113.61,163.91,3.23,2.82,85.00,0.00,0.14,0.87,0.00,0.35,181.37,64.30,6,100.00,62.00,30.80,158.43,1.00,491.33,0.00,0.00,0.00,1.16,38.27,43832,0.00,0.00,0.00,0.00,0.78,107059.00,0.47,2024-10-30 11:50:50,2024-10-30 11:50:50,0.13,C108EF9996D611EF937150EBF6EE7050,767755.99,1171896.49,87.00
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,5853.78,5853.78,0.99,0.00,0.00,0.00,369968.77,335482.38,336913.56,1.83,7.00,7.00,602.00,483.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.91,1.00,1.10,287.98,1.00,2024-10-30 11:50:50,86.33,87.87,86.33,157.45,3.23,1.00,0.00,45.00,0.00,1.17,0.00,1.00,77.81,77.81,7,62.00,64.00,32.45,90.66,1.00,311.23,0.00,0.00,0.00,1.08,39.58,43832,0.00,0.00,0.00,0.00,0.95,67945.00,0.93,2024-10-30 11:50:50,2024-10-30 11:50:50,0.02,C108F1AD96D611EF937150EBF6EE7050,336913.56,355189.43,85.17
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,12330.54,12330.54,0.92,0.00,0.00,0.00,1182576.97,1005619.32,1029999.83,1.83,8.00,8.00,773.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.84,0.99,1.19,419.20,0.99,2024-10-30 11:50:50,125.30,129.48,125.30,217.72,3.33,1.00,20.00,70.00,0.00,1.19,0.00,1.00,114.62,114.62,8,82.00,86.00,18.90,136.45,1.00,458.47,0.00,0.00,0.00,1.09,34.08,43833,0.00,0.00,0.00,0.00,0.92,78899.00,0.76,2024-10-30 11:50:50,2024-10-30 11:50:50,0.03,C108F3CB96D611EF937150EBF6EE7050,1029999.83,1136701.37,119.97
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,2456.56,2456.56,0.98,0.00,0.00,0.00,110245.38,90439.77,91591.44,1.83,9.00,9.00,225.00,1340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.94,1.00,1.06,191.78,1.00,2024-10-30 11:50:50,55.93,57.44,55.93,220.83,3.33,1.00,-65.00,0.00,0.00,1.15,0.00,1.00,51.97,51.97,9,45.00,44.00,27.68,59.53,1.00,207.88,0.00,0.00,0.00,1.08,33.14,43833,0.00,0.00,0.00,0.00,0.97,26683.00,0.94,2024-10-30 11:50:50,2024-10-30 11:50:50,0.03,C108F5DD96D611EF937150EBF6EE7050,91591.44,99234.99,54.03
2024-10-30 P1444 Group 3 Rev 9 R01 PP1,10960.63,10960.63,0.95,0.00,0.00,0.00,1038795.87,841235.14,863211.79,1.83,10.00,10.00,740.00,1624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.82,1.00,1.22,393.07,1.00,2024-10-30 11:50:50,118.13,121.65,118.13,152.29,3.33,1.00,-20.00,20.00,0.00,1.16,0.00,1.00,109.77,109.77,10,80.00,81.00,27.76,127.30,1.00,439.08,0.00,0.00,0.00,1.12,37.05,43833,0.00,0.00,0.00,0.00,0.90,103804.00,0.84,2024-10-30 11:50:50,2024-10-30 11:50:50,0.03,C108F7D496D611EF937150EBF6EE7050,863211.79,942587.67,114.47
