Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,5050.95,5050.95,0.53,0.00,0.00,0.00,228482.58,215148.30,270037.18,1.83,1.00,1.00,439.00,383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.62,0.76,1.62,302.26,0.91,2024-10-30 10:17:57,80.19,92.34,80.19,232.72,2.77,2.74,75.00,0.00,0.19,0.84,0.00,0.37,129.70,47.36,1,73.00,50.00,28.59,108.98,1.00,354.12,0.00,0.00,0.00,1.17,39.67,49712,0.00,0.00,0.00,0.00,0.78,52341.00,0.45,2024-10-30 10:17:57,2024-10-30 10:17:57,0.13,C70DF05F96C911EF937150EBF6EE7050,270037.18,412299.60,65.02
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,3000.97,3000.97,0.97,0.00,0.00,0.00,146609.56,121996.94,123667.68,1.83,2.00,2.00,379.00,923.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.93,1.00,1.08,212.43,1.00,2024-10-30 10:17:57,61.81,63.75,61.81,225.04,2.77,1.00,-15.00,-90.00,0.00,1.17,0.00,1.00,57.15,57.15,2,47.00,50.00,30.18,66.85,1.00,228.60,0.00,0.00,0.00,1.08,36.34,49712,0.00,0.00,0.00,0.00,0.96,34677.00,0.89,2024-10-30 10:17:57,2024-10-30 10:17:57,0.03,C70DF3E696C911EF937150EBF6EE7050,123667.68,135655.13,59.53
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,2430.25,2430.25,0.71,0.00,0.00,0.00,77188.05,80204.23,90124.20,1.83,3.00,3.00,284.00,1005.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.55,0.90,1.81,224.14,0.84,2024-10-30 10:17:57,55.63,67.51,55.63,170.07,2.77,3.40,80.00,20.00,0.34,0.75,0.00,0.29,104.44,30.68,3,56.00,48.00,40.92,77.84,1.00,270.23,0.00,0.00,0.00,1.21,43.33,49712,0.00,0.00,0.00,0.00,0.74,39081.00,0.56,2024-10-30 10:17:57,2024-10-30 10:17:57,0.18,C70DF63E96C911EF937150EBF6EE7050,90124.20,161137.19,55.86
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,3554.29,3554.29,0.97,0.00,0.00,0.00,216936.82,157111.79,159402.05,1.83,4.00,4.00,438.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.83,1.00,1.21,231.80,1.00,2024-10-30 10:17:57,67.27,70.06,67.27,222.70,2.84,1.00,20.00,-45.00,0.00,1.14,0.00,1.00,65.13,65.13,4,52.00,52.00,26.66,74.18,1.00,260.50,0.00,0.00,0.00,1.12,38.58,49713,0.00,0.00,0.00,0.00,0.91,35586.00,0.88,2024-10-30 10:17:57,2024-10-30 10:17:57,0.04,C70DF86196C911EF937150EBF6EE7050,159402.05,180046.57,66.85
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,801.22,801.22,0.98,0.00,0.00,0.00,26452.48,16802.60,17060.64,1.83,5.00,5.00,364.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.95,1.00,1.05,115.46,1.00,2024-10-30 10:17:57,31.94,33.07,31.94,235.38,2.84,1.00,-50.00,0.00,0.00,1.11,0.00,1.00,32.29,32.29,5,32.00,32.00,60.96,35.72,1.00,129.18,0.00,0.00,0.00,1.12,55.68,49713,0.00,0.00,0.00,0.00,0.98,23042.00,0.93,2024-10-30 10:17:57,2024-10-30 10:17:57,0.03,C70DFA9096C911EF937150EBF6EE7050,17060.64,18937.52,32.05
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,938.33,938.33,1.00,0.00,0.00,0.00,30483.16,21596.13,21622.16,1.83,6.00,6.00,610.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.99,1.00,1.01,123.27,1.00,2024-10-30 10:17:57,34.56,35.41,34.56,249.73,2.84,1.00,75.00,0.00,0.00,1.11,0.00,1.00,33.86,33.86,6,33.00,33.00,55.04,37.55,1.00,135.43,0.00,0.00,0.00,1.10,38.35,49713,0.00,0.00,0.00,0.00,0.99,23612.00,0.99,2024-10-30 10:17:57,2024-10-30 10:17:57,0.02,C70DFE7896C911EF937150EBF6EE7050,21622.16,23249.35,33.88
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,4532.06,4532.06,0.88,0.00,0.00,0.00,300881.11,214682.11,229513.21,1.83,7.00,7.00,376.00,1720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.83,0.99,1.21,259.95,1.00,2024-10-30 10:17:57,75.96,79.17,75.96,148.03,2.92,1.00,75.00,0.00,0.00,1.22,0.00,1.00,72.63,72.63,7,62.00,53.00,36.77,88.83,1.00,290.51,0.00,0.00,0.00,1.12,39.56,49714,0.00,0.00,0.00,0.00,0.91,61033.00,0.87,2024-10-30 10:17:57,2024-10-30 10:17:57,0.04,C70E012996C911EF937150EBF6EE7050,229513.21,259783.64,70.52
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,2147.96,2147.96,0.98,0.00,0.00,0.00,92775.00,74153.57,74886.49,1.83,9.00,9.00,254.00,596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.06,179.62,1.00,2024-10-30 10:17:57,52.30,53.32,52.30,228.95,3.02,1.00,-85.00,0.00,0.00,1.14,0.00,1.00,49.07,49.07,8,44.00,43.00,32.69,55.86,1.00,196.26,0.00,0.00,0.00,1.09,39.29,49715,0.00,0.00,0.00,0.00,0.97,28048.00,0.93,2024-10-30 10:17:57,2024-10-30 10:17:57,0.02,C70E055F96C911EF937150EBF6EE7050,74886.49,79371.92,52.20
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,873.54,873.54,0.94,0.00,0.00,0.00,37681.68,18893.25,19421.87,1.83,10.00,10.00,521.00,1083.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.81,0.99,1.24,125.54,1.00,2024-10-30 10:17:57,33.35,35.87,33.35,235.64,3.02,1.00,-90.00,0.00,0.00,1.13,0.00,1.00,36.34,36.34,9,37.00,32.00,54.49,41.21,1.00,145.35,0.00,0.00,0.00,1.16,53.00,49715,0.00,0.00,0.00,0.00,0.90,22068.00,0.78,2024-10-30 10:17:57,2024-10-30 10:17:57,0.07,C70E076096C911EF937150EBF6EE7050,19421.87,24162.97,32.05
2024-10-30 P2002 Group 5 Rev 2 R03 PP2,3107.64,3107.64,0.93,0.00,0.00,0.00,156804.39,125495.59,130319.74,1.83,11.00,11.00,509.00,1614.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.91,1.00,1.09,214.86,1.00,2024-10-30 10:17:57,62.90,64.67,62.90,151.28,3.02,1.00,-85.00,-25.00,0.00,1.14,0.00,1.00,58.45,58.45,10,50.00,49.00,38.02,66.85,1.00,233.78,0.00,0.00,0.00,1.09,38.83,49715,0.00,0.00,0.00,0.00,0.96,45058.00,0.92,2024-10-30 10:17:57,2024-10-30 10:17:57,0.03,C70E097D96C911EF937150EBF6EE7050,130319.74,141585.79,61.36
