Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,2764.73,2764.73,0.97,0.00,0.00,0.00,157175.09,108321.15,109356.31,1.83,1.00,1.00,443.00,195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.82,1.00,1.21,206.43,1.00,2024-10-30 11:34:23,59.33,61.82,59.33,198.42,2.78,1.00,20.00,-90.00,0.00,1.08,0.00,1.00,58.49,58.49,1,47.00,48.00,31.23,63.19,1.00,233.97,0.00,0.00,0.00,1.13,47.11,51818,0.00,0.00,0.00,0.00,0.91,33384.00,0.86,2024-10-30 11:34:23,2024-10-30 11:34:23,0.04,7462486496D411EF937150EBF6EE7050,109356.31,123683.53,59.53
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,3247.23,3247.23,0.91,0.00,0.00,0.00,176246.06,134173.94,139197.89,1.83,2.00,2.00,599.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.88,0.98,1.14,222.13,1.00,2024-10-30 11:34:23,64.30,66.80,64.30,195.04,2.94,1.00,-85.00,0.00,0.00,1.22,0.00,1.00,60.77,60.77,2,54.00,49.00,32.80,74.18,1.00,243.07,0.00,0.00,0.00,1.09,38.28,51819,0.00,0.00,0.00,0.00,0.94,40404.00,0.85,2024-10-30 11:34:23,2024-10-30 11:34:23,0.04,74624BE696D411EF937150EBF6EE7050,139197.89,156090.76,63.19
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,3856.82,3856.82,0.72,0.00,0.00,0.00,200187.94,161483.09,180180.28,1.83,3.00,3.00,352.00,775.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.73,0.90,1.37,253.44,0.97,2024-10-30 11:34:23,70.08,76.93,70.08,234.97,3.11,1.72,-90.00,-30.00,0.00,1.00,0.00,0.58,91.05,52.91,3,64.00,50.00,29.22,90.66,1.00,287.92,0.00,0.00,0.00,1.14,36.51,51820,0.00,0.00,0.00,0.00,0.85,41964.00,0.58,2024-10-30 11:34:23,2024-10-30 11:34:23,0.09,74624E3396D411EF937150EBF6EE7050,180180.28,238362.76,63.19
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,2439.02,2439.02,0.88,0.00,0.00,0.00,108547.17,84193.52,90612.29,1.83,4.00,4.00,233.00,1526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.94,0.99,1.06,190.98,1.00,2024-10-30 11:34:23,55.73,56.68,55.73,154.74,3.19,1.00,-80.00,0.00,0.00,1.19,0.00,1.00,51.70,51.70,4,47.00,42.00,38.92,61.36,1.00,206.81,0.00,0.00,0.00,1.08,38.06,51821,0.00,0.00,0.00,0.00,0.97,37289.00,0.93,2024-10-30 11:34:23,2024-10-30 11:34:23,0.02,7462505396D411EF937150EBF6EE7050,90612.29,95331.98,50.37
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,5413.55,5413.55,0.98,0.00,0.00,0.00,345078.14,295943.82,299630.90,1.83,5.00,5.00,646.00,844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.89,1.00,1.12,277.93,1.00,2024-10-30 11:34:23,83.02,84.56,83.02,205.75,3.69,1.00,5.00,-45.00,0.00,1.14,0.00,1.00,76.02,76.02,5,60.00,61.00,26.66,87.00,1.00,304.09,0.00,0.00,0.00,1.09,39.71,51822,0.00,0.00,0.00,0.00,0.94,51988.00,0.93,2024-10-30 11:34:23,2024-10-30 11:34:23,0.02,7462525796D411EF937150EBF6EE7050,299630.90,316574.61,81.51
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,1865.31,1865.31,0.96,0.00,0.00,0.00,77486.53,59222.34,60602.61,1.83,6.00,6.00,691.00,1023.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.94,1.00,1.07,169.63,1.00,2024-10-30 11:34:23,48.73,50.17,48.73,172.87,3.78,1.00,55.00,0.00,0.00,1.17,0.00,1.00,46.21,46.21,6,42.00,41.00,42.24,54.03,1.00,184.83,0.00,0.00,0.00,1.09,42.66,51823,0.00,0.00,0.00,0.00,0.97,32101.00,0.89,2024-10-30 11:34:23,2024-10-30 11:34:23,0.03,7462545696D411EF937150EBF6EE7050,60602.61,66101.87,48.54
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,3461.71,3461.71,0.94,0.00,0.00,0.00,216936.82,149991.76,153214.80,1.83,7.00,7.00,237.00,714.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.81,0.99,1.23,230.87,0.99,2024-10-30 11:34:23,66.39,69.86,66.39,196.32,3.86,1.00,-35.00,-80.00,0.00,1.14,0.00,1.00,65.13,65.13,7,51.00,53.00,33.94,74.18,1.00,260.50,0.00,0.00,0.00,1.13,46.17,51824,0.00,0.00,0.00,0.00,0.90,44262.00,0.80,2024-10-30 11:34:23,2024-10-30 11:34:23,0.05,7462566096D411EF937150EBF6EE7050,153214.80,178482.09,65.02
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,1690.90,1690.90,0.96,0.00,0.00,0.00,69364.20,51207.61,52304.47,1.83,8.00,8.00,866.00,1438.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.93,1.00,1.08,162.26,1.00,2024-10-30 11:34:23,46.40,47.77,46.40,223.83,3.94,1.00,5.00,0.00,0.00,1.09,0.00,1.00,44.53,44.53,8,40.00,40.00,31.95,48.54,1.00,178.13,0.00,0.00,0.00,1.10,36.24,51825,0.00,0.00,0.00,0.00,0.96,22334.00,0.91,2024-10-30 11:34:23,2024-10-30 11:34:23,0.03,7462586496D411EF937150EBF6EE7050,52304.47,57092.60,46.71
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,4411.09,4411.09,0.88,0.00,0.00,0.00,285622.10,209855.34,220385.14,1.83,9.00,9.00,539.00,486.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.84,0.98,1.19,259.04,1.00,2024-10-30 11:34:23,74.94,78.66,74.94,222.55,4.36,1.00,55.00,-75.00,0.00,1.24,0.00,1.00,71.38,71.38,9,57.00,56.00,27.10,88.83,1.00,285.51,0.00,0.00,0.00,1.10,39.34,51826,0.00,0.00,0.00,0.00,0.92,43896.00,0.78,2024-10-30 11:34:23,2024-10-30 11:34:23,0.05,74625A5F96D411EF937150EBF6EE7050,220385.14,254807.08,72.35
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,1486.78,1486.78,0.96,0.00,0.00,0.00,57301.95,42188.78,43125.34,1.83,10.00,10.00,213.00,296.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.95,1.00,1.06,152.09,1.00,2024-10-30 11:34:23,43.51,44.42,43.51,167.47,4.44,1.00,35.00,0.00,0.00,1.12,0.00,1.00,41.79,41.79,10,39.00,38.00,48.92,46.71,1.00,167.14,0.00,0.00,0.00,1.10,43.72,51827,0.00,0.00,0.00,0.00,0.97,30670.00,0.93,2024-10-30 11:34:23,2024-10-30 11:34:23,0.02,74625C6396D411EF937150EBF6EE7050,43125.34,45880.25,43.04
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,4332.54,4332.54,0.95,0.00,0.00,0.00,261148.86,208974.75,214524.97,1.83,11.00,11.00,469.00,1179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.88,1.00,1.14,251.66,1.00,2024-10-30 11:34:23,74.27,76.37,74.27,212.35,4.69,1.00,-85.00,0.00,0.00,1.15,0.00,1.00,69.28,69.28,11,57.00,54.00,28.39,79.67,1.00,277.11,0.00,0.00,0.00,1.10,36.15,51828,0.00,0.00,0.00,0.00,0.94,45256.00,0.90,2024-10-30 11:34:23,2024-10-30 11:34:23,0.03,74625E5F96D411EF937150EBF6EE7050,214524.97,233198.15,72.35
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,4235.97,4235.97,0.88,0.00,0.00,0.00,264193.96,193617.36,207392.27,1.83,12.00,12.00,780.00,490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.85,0.99,1.18,250.26,1.00,2024-10-30 11:34:23,73.44,75.81,73.44,224.31,4.94,1.00,10.00,-90.00,0.00,1.20,0.00,1.00,69.55,69.55,12,52.00,59.00,26.65,83.34,1.00,278.19,0.00,0.00,0.00,1.11,38.76,51829,0.00,0.00,0.00,0.00,0.92,41624.00,0.85,2024-10-30 11:34:23,2024-10-30 11:34:23,0.03,7462614796D411EF937150EBF6EE7050,207392.27,228108.69,68.69
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,2603.03,2603.03,0.71,0.00,0.00,0.00,131035.95,82743.03,99903.65,1.83,13.00,13.00,333.00,665.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.88,0.93,1.13,202.96,1.00,2024-10-30 11:34:23,57.57,60.80,57.57,156.82,5.28,1.00,65.00,-30.00,0.00,1.31,0.00,1.00,55.05,55.05,13,50.00,45.00,44.36,72.35,1.00,220.20,0.00,0.00,0.00,1.08,43.40,51830,0.00,0.00,0.00,0.00,0.94,44980.00,0.84,2024-10-30 11:34:23,2024-10-30 11:34:23,0.05,7462645C96D411EF937150EBF6EE7050,99903.65,117675.69,46.71
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,1873.92,1873.92,1.00,0.00,0.00,0.00,77486.53,60981.54,61022.68,1.83,14.00,14.00,314.00,249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.06,168.71,1.00,2024-10-30 11:34:23,48.85,49.76,48.85,236.55,5.44,1.00,-90.00,0.00,0.00,1.09,0.00,1.00,46.21,46.21,14,42.00,41.00,32.90,50.37,1.00,184.83,0.00,0.00,0.00,1.10,39.79,51831,0.00,0.00,0.00,0.00,0.97,25100.00,0.94,2024-10-30 11:34:23,2024-10-30 11:34:23,0.02,7462666196D411EF937150EBF6EE7050,61022.68,64505.92,48.54
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,2992.09,2992.09,0.77,0.00,0.00,0.00,148683.55,105561.63,123119.21,1.83,15.00,15.00,439.00,1193.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.92,0.96,1.09,212.76,1.00,2024-10-30 11:34:23,61.72,64.00,61.72,213.82,5.44,1.00,10.00,-90.00,0.00,1.29,0.00,1.00,57.42,57.42,15,44.00,53.00,31.10,74.18,1.00,229.68,0.00,0.00,0.00,1.08,35.21,51831,0.00,0.00,0.00,0.00,0.96,35640.00,0.92,2024-10-30 11:34:23,2024-10-30 11:34:23,0.04,7462686696D411EF937150EBF6EE7050,123119.21,137285.59,54.03
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,1971.70,1971.70,0.95,0.00,0.00,0.00,82185.63,63960.39,65860.31,1.83,16.00,16.00,283.00,1436.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.95,1.00,1.06,172.64,1.00,2024-10-30 11:34:23,50.10,51.13,50.10,160.61,6.19,1.00,-80.00,0.00,0.00,1.15,0.00,1.00,47.12,47.12,16,43.00,41.00,41.08,54.03,1.00,188.49,0.00,0.00,0.00,1.09,39.42,51832,0.00,0.00,0.00,0.00,0.97,32738.00,0.95,2024-10-30 11:34:23,2024-10-30 11:34:23,0.02,74626A6196D411EF937150EBF6EE7050,65860.31,69997.29,48.54
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,2471.18,2471.18,0.96,0.00,0.00,0.00,114118.06,90486.95,92410.42,1.83,17.00,17.00,537.00,843.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.92,1.00,1.08,192.09,1.00,2024-10-30 11:34:23,56.09,57.54,56.09,159.75,6.69,1.00,5.00,-70.00,0.00,1.13,0.00,1.00,52.57,52.57,17,46.00,46.00,43.61,59.53,1.00,210.29,0.00,0.00,0.00,1.09,42.71,51833,0.00,0.00,0.00,0.00,0.96,42261.00,0.93,2024-10-30 11:34:23,2024-10-30 11:34:23,0.03,74626C5D96D411EF937150EBF6EE7050,92410.42,99763.31,55.86
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,4877.69,4877.69,0.96,0.00,0.00,0.00,288297.95,251387.44,256262.73,1.83,18.00,18.00,544.00,517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.91,1.00,1.10,265.54,1.00,2024-10-30 11:34:23,78.81,80.64,78.81,247.81,6.78,1.00,15.00,-90.00,0.00,1.19,0.00,1.00,71.60,71.60,18,56.00,59.00,21.95,85.17,1.00,286.40,0.00,0.00,0.00,1.08,32.32,51834,0.00,0.00,0.00,0.00,0.95,38937.00,0.92,2024-10-30 11:34:23,2024-10-30 11:34:23,0.02,74626E6696D411EF937150EBF6EE7050,256262.73,274581.22,76.01
2024-10-30 P2328 Group 1 Rev 2 R02 PP1,1856.71,1856.71,0.97,0.00,0.00,0.00,74274.20,59150.89,60183.64,1.83,19.00,19.00,709.00,965.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.96,1.00,1.04,167.76,1.00,2024-10-30 11:34:23,48.62,49.66,48.62,214.51,6.78,1.00,-15.00,0.00,0.00,1.15,0.00,1.00,45.56,45.56,19,41.00,41.00,36.66,52.20,1.00,182.24,0.00,0.00,0.00,1.09,39.83,51834,0.00,0.00,0.00,0.00,0.98,27754.00,0.95,2024-10-30 11:34:23,2024-10-30 11:34:23,0.02,7462706E96D411EF937150EBF6EE7050,60183.64,64110.99,48.54
